prolific_id,completion_time,condition,construct,indicator,rating
65be49c47056d13e2b2fa4b6,2024-05-15 13:16:57,BASE_CONT,Perceived recommendation quality,Q4,-2
65be49c47056d13e2b2fa4b6,2024-05-15 13:16:57,BASE_CONT,Perceived trust,T1,0
65be49c47056d13e2b2fa4b6,2024-05-15 13:16:57,BASE_CONT,Perceived trust,T2,1
65be49c47056d13e2b2fa4b6,2024-05-15 13:16:57,BASE_CONT,Perceived trust,T3,0
65be49c47056d13e2b2fa4b6,2024-05-15 13:16:57,BASE_CONT,Perceived trust,T4,1
5fb25a7e5960a87fb627c12b,2024-05-16 18:46:57,BASE,Perceived recommendation diversity,D1,0
5fb25a7e5960a87fb627c12b,2024-05-16 18:46:57,BASE,Perceived recommendation diversity,D2,1
5fb25a7e5960a87fb627c12b,2024-05-16 18:46:57,BASE,Perceived recommendation diversity,D3,2
5fb25a7e5960a87fb627c12b,2024-05-16 18:46:57,BASE,Perceived system effectiveness,E1,1
5fb25a7e5960a87fb627c12b,2024-05-16 18:46:57,BASE,Perceived system effectiveness,E2,0
5fb25a7e5960a87fb627c12b,2024-05-16 18:46:57,BASE,Perceived system effectiveness,E3,2
5fb25a7e5960a87fb627c12b,2024-05-16 18:46:57,BASE,Perceived transparency,P1,1
5fb25a7e5960a87fb627c12b,2024-05-16 18:46:57,BASE,Perceived transparency,P2,1
5fb25a7e5960a87fb627c12b,2024-05-16 18:46:57,BASE,Perceived transparency,P3,1
5fb25a7e5960a87fb627c12b,2024-05-16 18:46:57,BASE,Perceived recommendation quality,Q1,1
5fb25a7e5960a87fb627c12b,2024-05-16 18:46:57,BASE,Perceived recommendation quality,Q2,1
5fb25a7e5960a87fb627c12b,2024-05-16 18:46:57,BASE,Perceived recommendation quality,Q3,1
5fb25a7e5960a87fb627c12b,2024-05-16 18:46:57,BASE,Perceived recommendation quality,Q4,-1
5fb25a7e5960a87fb627c12b,2024-05-16 18:46:57,BASE,Perceived trust,T1,1
5fb25a7e5960a87fb627c12b,2024-05-16 18:46:57,BASE,Perceived trust,T2,0
5fb25a7e5960a87fb627c12b,2024-05-16 18:46:57,BASE,Perceived trust,T3,1
5fb25a7e5960a87fb627c12b,2024-05-16 18:46:57,BASE,Perceived trust,T4,1
5fb25a7e5960a87fb627c12b,2024-05-16 18:58:32,BASE_CONT,Perceived recommendation diversity,D1,1
5fb25a7e5960a87fb627c12b,2024-05-16 18:58:32,BASE_CONT,Perceived recommendation diversity,D2,0
5fb25a7e5960a87fb627c12b,2024-05-16 18:58:32,BASE_CONT,Perceived recommendation diversity,D3,1
5fb25a7e5960a87fb627c12b,2024-05-16 18:58:32,BASE_CONT,Perceived system effectiveness,E1,0
5fb25a7e5960a87fb627c12b,2024-05-16 18:58:32,BASE_CONT,Perceived system effectiveness,E2,0
5fb25a7e5960a87fb627c12b,2024-05-16 18:58:32,BASE_CONT,Perceived system effectiveness,E3,1
5fb25a7e5960a87fb627c12b,2024-05-16 18:58:32,BASE_CONT,Perceived transparency,P1,1
5fb25a7e5960a87fb627c12b,2024-05-16 18:58:32,BASE_CONT,Perceived transparency,P2,0
5fb25a7e5960a87fb627c12b,2024-05-16 18:58:32,BASE_CONT,Perceived transparency,P3,1
5fb25a7e5960a87fb627c12b,2024-05-16 18:58:32,BASE_CONT,Perceived recommendation quality,Q1,1
5fb25a7e5960a87fb627c12b,2024-05-16 18:58:32,BASE_CONT,Perceived recommendation quality,Q2,1
5fb25a7e5960a87fb627c12b,2024-05-16 18:58:32,BASE_CONT,Perceived recommendation quality,Q3,1
5fb25a7e5960a87fb627c12b,2024-05-16 18:58:32,BASE_CONT,Perceived recommendation quality,Q4,-1
5fb25a7e5960a87fb627c12b,2024-05-16 18:58:32,BASE_CONT,Perceived trust,T1,1
5fb25a7e5960a87fb627c12b,2024-05-16 18:58:32,BASE_CONT,Perceived trust,T2,1
5fb25a7e5960a87fb627c12b,2024-05-16 18:58:32,BASE_CONT,Perceived trust,T3,1
5fb25a7e5960a87fb627c12b,2024-05-16 18:58:32,BASE_CONT,Perceived trust,T4,0
5fb25a7e5960a87fb627c12b,2024-05-16 19:10:15,HETG_CONT,Perceived recommendation diversity,D1,1
5fb25a7e5960a87fb627c12b,2024-05-16 19:10:15,HETG_CONT,Perceived recommendation diversity,D2,0
5fb25a7e5960a87fb627c12b,2024-05-16 19:10:15,HETG_CONT,Perceived recommendation diversity,D3,1
5fb25a7e5960a87fb627c12b,2024-05-16 19:10:15,HETG_CONT,Perceived system effectiveness,E1,0
5fb25a7e5960a87fb627c12b,2024-05-16 19:10:15,HETG_CONT,Perceived system effectiveness,E2,1
5fb25a7e5960a87fb627c12b,2024-05-16 19:10:15,HETG_CONT,Perceived system effectiveness,E3,0
5fb25a7e5960a87fb627c12b,2024-05-16 19:10:15,HETG_CONT,Perceived transparency,P1,-1
5fb25a7e5960a87fb627c12b,2024-05-16 19:10:15,HETG_CONT,Perceived transparency,P2,0
5fb25a7e5960a87fb627c12b,2024-05-16 19:10:15,HETG_CONT,Perceived transparency,P3,0
5fb25a7e5960a87fb627c12b,2024-05-16 19:10:15,HETG_CONT,Perceived recommendation quality,Q1,-1
5fb25a7e5960a87fb627c12b,2024-05-16 19:10:15,HETG_CONT,Perceived recommendation quality,Q2,0
5fb25a7e5960a87fb627c12b,2024-05-16 19:10:15,HETG_CONT,Perceived recommendation quality,Q3,0
5fb25a7e5960a87fb627c12b,2024-05-16 19:10:15,HETG_CONT,Perceived recommendation quality,Q4,1
5fb25a7e5960a87fb627c12b,2024-05-16 19:10:15,HETG_CONT,Perceived trust,T1,0
5fb25a7e5960a87fb627c12b,2024-05-16 19:10:15,HETG_CONT,Perceived trust,T2,0
5fb25a7e5960a87fb627c12b,2024-05-16 19:10:15,HETG_CONT,Perceived trust,T3,-1
5fb25a7e5960a87fb627c12b,2024-05-16 19:10:15,HETG_CONT,Perceived trust,T4,1
5b70758cf3dd6600010aa9eb,2024-05-17 12:27:18,BASE,Perceived recommendation diversity,D1,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:27:18,BASE,Perceived recommendation diversity,D2,-2
5b70758cf3dd6600010aa9eb,2024-05-17 12:27:18,BASE,Perceived recommendation diversity,D3,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:27:18,BASE,Perceived system effectiveness,E1,1
5b70758cf3dd6600010aa9eb,2024-05-17 12:27:18,BASE,Perceived system effectiveness,E2,-2
5b70758cf3dd6600010aa9eb,2024-05-17 12:27:18,BASE,Perceived system effectiveness,E3,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:27:18,BASE,Perceived transparency,P1,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:27:18,BASE,Perceived transparency,P2,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:27:18,BASE,Perceived transparency,P3,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:27:18,BASE,Perceived recommendation quality,Q1,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:27:18,BASE,Perceived recommendation quality,Q2,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:27:18,BASE,Perceived recommendation quality,Q3,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:27:18,BASE,Perceived recommendation quality,Q4,-2
5b70758cf3dd6600010aa9eb,2024-05-17 12:27:18,BASE,Perceived trust,T1,1
5b70758cf3dd6600010aa9eb,2024-05-17 12:27:18,BASE,Perceived trust,T2,0
5b70758cf3dd6600010aa9eb,2024-05-17 12:27:18,BASE,Perceived trust,T3,1
5b70758cf3dd6600010aa9eb,2024-05-17 12:27:18,BASE,Perceived trust,T4,1
5b70758cf3dd6600010aa9eb,2024-05-17 12:34:48,BASE_CONT,Perceived recommendation diversity,D1,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:34:48,BASE_CONT,Perceived recommendation diversity,D2,-2
5b70758cf3dd6600010aa9eb,2024-05-17 12:34:48,BASE_CONT,Perceived recommendation diversity,D3,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:34:48,BASE_CONT,Perceived system effectiveness,E1,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:34:48,BASE_CONT,Perceived system effectiveness,E2,-2
5b70758cf3dd6600010aa9eb,2024-05-17 12:34:48,BASE_CONT,Perceived system effectiveness,E3,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:34:48,BASE_CONT,Perceived transparency,P1,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:34:48,BASE_CONT,Perceived transparency,P2,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:34:48,BASE_CONT,Perceived transparency,P3,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:34:48,BASE_CONT,Perceived recommendation quality,Q1,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:34:48,BASE_CONT,Perceived recommendation quality,Q2,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:34:48,BASE_CONT,Perceived recommendation quality,Q3,1
5b70758cf3dd6600010aa9eb,2024-05-17 12:34:48,BASE_CONT,Perceived recommendation quality,Q4,-2
5b70758cf3dd6600010aa9eb,2024-05-17 12:34:48,BASE_CONT,Perceived trust,T1,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:34:48,BASE_CONT,Perceived trust,T2,1
5b70758cf3dd6600010aa9eb,2024-05-17 12:34:48,BASE_CONT,Perceived trust,T3,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:34:48,BASE_CONT,Perceived trust,T4,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:40:07,HETG_CONT,Perceived recommendation diversity,D1,1
5b70758cf3dd6600010aa9eb,2024-05-17 12:40:07,HETG_CONT,Perceived recommendation diversity,D2,-2
5b70758cf3dd6600010aa9eb,2024-05-17 12:40:07,HETG_CONT,Perceived recommendation diversity,D3,1
5b70758cf3dd6600010aa9eb,2024-05-17 12:40:07,HETG_CONT,Perceived system effectiveness,E1,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:40:07,HETG_CONT,Perceived system effectiveness,E2,-2
5b70758cf3dd6600010aa9eb,2024-05-17 12:40:07,HETG_CONT,Perceived system effectiveness,E3,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:40:07,HETG_CONT,Perceived transparency,P1,1
5b70758cf3dd6600010aa9eb,2024-05-17 12:40:07,HETG_CONT,Perceived transparency,P2,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:40:07,HETG_CONT,Perceived transparency,P3,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:40:07,HETG_CONT,Perceived recommendation quality,Q1,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:40:07,HETG_CONT,Perceived recommendation quality,Q2,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:40:07,HETG_CONT,Perceived recommendation quality,Q3,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:40:07,HETG_CONT,Perceived recommendation quality,Q4,-2
5b70758cf3dd6600010aa9eb,2024-05-17 12:40:07,HETG_CONT,Perceived trust,T1,1
5b70758cf3dd6600010aa9eb,2024-05-17 12:40:07,HETG_CONT,Perceived trust,T2,1
5b70758cf3dd6600010aa9eb,2024-05-17 12:40:07,HETG_CONT,Perceived trust,T3,2
5b70758cf3dd6600010aa9eb,2024-05-17 12:40:07,HETG_CONT,Perceived trust,T4,2
651dca24450512351f0e0219,2024-05-17 15:29:39,BASE_CONT,Perceived recommendation diversity,D1,2
651dca24450512351f0e0219,2024-05-17 15:29:39,BASE_CONT,Perceived recommendation diversity,D2,1
651dca24450512351f0e0219,2024-05-17 15:29:39,BASE_CONT,Perceived recommendation diversity,D3,2
651dca24450512351f0e0219,2024-05-17 15:29:39,BASE_CONT,Perceived system effectiveness,E1,2
651dca24450512351f0e0219,2024-05-17 15:29:39,BASE_CONT,Perceived system effectiveness,E2,-1
651dca24450512351f0e0219,2024-05-17 15:29:39,BASE_CONT,Perceived system effectiveness,E3,1
651dca24450512351f0e0219,2024-05-17 15:29:39,BASE_CONT,Perceived transparency,P1,1
651dca24450512351f0e0219,2024-05-17 15:29:39,BASE_CONT,Perceived transparency,P2,2
651dca24450512351f0e0219,2024-05-17 15:29:39,BASE_CONT,Perceived transparency,P3,2
651dca24450512351f0e0219,2024-05-17 15:29:39,BASE_CONT,Perceived recommendation quality,Q1,1
651dca24450512351f0e0219,2024-05-17 15:29:39,BASE_CONT,Perceived recommendation quality,Q2,1
651dca24450512351f0e0219,2024-05-17 15:29:39,BASE_CONT,Perceived recommendation quality,Q3,1
651dca24450512351f0e0219,2024-05-17 15:29:39,BASE_CONT,Perceived recommendation quality,Q4,-1
651dca24450512351f0e0219,2024-05-17 15:29:39,BASE_CONT,Perceived trust,T1,0
651dca24450512351f0e0219,2024-05-17 15:29:39,BASE_CONT,Perceived trust,T2,1
651dca24450512351f0e0219,2024-05-17 15:29:39,BASE_CONT,Perceived trust,T3,1
651dca24450512351f0e0219,2024-05-17 15:29:39,BASE_CONT,Perceived trust,T4,0
651dca24450512351f0e0219,2024-05-17 15:40:25,HETG_CONT,Perceived recommendation diversity,D1,2
651dca24450512351f0e0219,2024-05-17 15:40:25,HETG_CONT,Perceived recommendation diversity,D2,0
651dca24450512351f0e0219,2024-05-17 15:40:25,HETG_CONT,Perceived recommendation diversity,D3,1
651dca24450512351f0e0219,2024-05-17 15:40:25,HETG_CONT,Perceived system effectiveness,E1,2
651dca24450512351f0e0219,2024-05-17 15:40:25,HETG_CONT,Perceived system effectiveness,E2,-1
651dca24450512351f0e0219,2024-05-17 15:40:25,HETG_CONT,Perceived system effectiveness,E3,2
651dca24450512351f0e0219,2024-05-17 15:40:25,HETG_CONT,Perceived transparency,P1,2
651dca24450512351f0e0219,2024-05-17 15:40:25,HETG_CONT,Perceived transparency,P2,2
651dca24450512351f0e0219,2024-05-17 15:40:25,HETG_CONT,Perceived transparency,P3,2
651dca24450512351f0e0219,2024-05-17 15:40:25,HETG_CONT,Perceived recommendation quality,Q1,2
651dca24450512351f0e0219,2024-05-17 15:40:25,HETG_CONT,Perceived recommendation quality,Q2,2
651dca24450512351f0e0219,2024-05-17 15:40:25,HETG_CONT,Perceived recommendation quality,Q3,2
651dca24450512351f0e0219,2024-05-17 15:40:25,HETG_CONT,Perceived recommendation quality,Q4,-1
651dca24450512351f0e0219,2024-05-17 15:40:25,HETG_CONT,Perceived trust,T1,1
651dca24450512351f0e0219,2024-05-17 15:40:25,HETG_CONT,Perceived trust,T2,1
651dca24450512351f0e0219,2024-05-17 15:40:25,HETG_CONT,Perceived trust,T3,1
651dca24450512351f0e0219,2024-05-17 15:40:25,HETG_CONT,Perceived trust,T4,1
651dca24450512351f0e0219,2024-05-17 15:51:55,BASE,Perceived recommendation diversity,D1,1
651dca24450512351f0e0219,2024-05-17 15:51:55,BASE,Perceived recommendation diversity,D2,-1
651dca24450512351f0e0219,2024-05-17 15:51:55,BASE,Perceived recommendation diversity,D3,1
651dca24450512351f0e0219,2024-05-17 15:51:55,BASE,Perceived system effectiveness,E1,2
651dca24450512351f0e0219,2024-05-17 15:51:55,BASE,Perceived system effectiveness,E2,-2
651dca24450512351f0e0219,2024-05-17 15:51:55,BASE,Perceived system effectiveness,E3,2
651dca24450512351f0e0219,2024-05-17 15:51:55,BASE,Perceived transparency,P1,1
651dca24450512351f0e0219,2024-05-17 15:51:55,BASE,Perceived transparency,P2,0
651dca24450512351f0e0219,2024-05-17 15:51:55,BASE,Perceived transparency,P3,1
651dca24450512351f0e0219,2024-05-17 15:51:55,BASE,Perceived recommendation quality,Q1,1
651dca24450512351f0e0219,2024-05-17 15:51:55,BASE,Perceived recommendation quality,Q2,1
651dca24450512351f0e0219,2024-05-17 15:51:55,BASE,Perceived recommendation quality,Q3,0
651dca24450512351f0e0219,2024-05-17 15:51:55,BASE,Perceived recommendation quality,Q4,-2
651dca24450512351f0e0219,2024-05-17 15:51:55,BASE,Perceived trust,T1,1
651dca24450512351f0e0219,2024-05-17 15:51:55,BASE,Perceived trust,T2,1
651dca24450512351f0e0219,2024-05-17 15:51:55,BASE,Perceived trust,T3,1
651dca24450512351f0e0219,2024-05-17 15:51:55,BASE,Perceived trust,T4,0
65ff01d514284efb5b55cbd4,2024-05-17 18:36:21,BASE_CONT,Perceived recommendation diversity,D1,1
65ff01d514284efb5b55cbd4,2024-05-17 18:36:21,BASE_CONT,Perceived recommendation diversity,D2,1
65ff01d514284efb5b55cbd4,2024-05-17 18:36:21,BASE_CONT,Perceived recommendation diversity,D3,0
65ff01d514284efb5b55cbd4,2024-05-17 18:36:21,BASE_CONT,Perceived system effectiveness,E1,1
65ff01d514284efb5b55cbd4,2024-05-17 18:36:21,BASE_CONT,Perceived system effectiveness,E2,-2
65ff01d514284efb5b55cbd4,2024-05-17 18:36:21,BASE_CONT,Perceived system effectiveness,E3,2
65ff01d514284efb5b55cbd4,2024-05-17 18:36:21,BASE_CONT,Perceived transparency,P1,1
65ff01d514284efb5b55cbd4,2024-05-17 18:36:21,BASE_CONT,Perceived transparency,P2,1
65ff01d514284efb5b55cbd4,2024-05-17 18:36:21,BASE_CONT,Perceived transparency,P3,2
65ff01d514284efb5b55cbd4,2024-05-17 18:36:21,BASE_CONT,Perceived recommendation quality,Q1,1
65ff01d514284efb5b55cbd4,2024-05-17 18:36:21,BASE_CONT,Perceived recommendation quality,Q2,1
65ff01d514284efb5b55cbd4,2024-05-17 18:36:21,BASE_CONT,Perceived recommendation quality,Q3,1
65ff01d514284efb5b55cbd4,2024-05-17 18:36:21,BASE_CONT,Perceived recommendation quality,Q4,0
65ff01d514284efb5b55cbd4,2024-05-17 18:36:21,BASE_CONT,Perceived trust,T1,0
65ff01d514284efb5b55cbd4,2024-05-17 18:36:21,BASE_CONT,Perceived trust,T2,0
65ff01d514284efb5b55cbd4,2024-05-17 18:36:21,BASE_CONT,Perceived trust,T3,2
65ff01d514284efb5b55cbd4,2024-05-17 18:36:21,BASE_CONT,Perceived trust,T4,2
65ff01d514284efb5b55cbd4,2024-05-17 18:42:21,HETG_CONT,Perceived recommendation diversity,D1,1
65ff01d514284efb5b55cbd4,2024-05-17 18:42:21,HETG_CONT,Perceived recommendation diversity,D2,-1
65ff01d514284efb5b55cbd4,2024-05-17 18:42:21,HETG_CONT,Perceived recommendation diversity,D3,1
65ff01d514284efb5b55cbd4,2024-05-17 18:42:21,HETG_CONT,Perceived system effectiveness,E1,1
65ff01d514284efb5b55cbd4,2024-05-17 18:42:21,HETG_CONT,Perceived system effectiveness,E2,-1
65ff01d514284efb5b55cbd4,2024-05-17 18:42:21,HETG_CONT,Perceived system effectiveness,E3,1
65ff01d514284efb5b55cbd4,2024-05-17 18:42:21,HETG_CONT,Perceived transparency,P1,1
65ff01d514284efb5b55cbd4,2024-05-17 18:42:21,HETG_CONT,Perceived transparency,P2,1
65ff01d514284efb5b55cbd4,2024-05-17 18:42:21,HETG_CONT,Perceived transparency,P3,1
65ff01d514284efb5b55cbd4,2024-05-17 18:42:21,HETG_CONT,Perceived recommendation quality,Q1,1
65ff01d514284efb5b55cbd4,2024-05-17 18:42:21,HETG_CONT,Perceived recommendation quality,Q2,1
65ff01d514284efb5b55cbd4,2024-05-17 18:42:21,HETG_CONT,Perceived recommendation quality,Q3,1
65ff01d514284efb5b55cbd4,2024-05-17 18:42:21,HETG_CONT,Perceived recommendation quality,Q4,0
65ff01d514284efb5b55cbd4,2024-05-17 18:42:21,HETG_CONT,Perceived trust,T1,0
65ff01d514284efb5b55cbd4,2024-05-17 18:42:21,HETG_CONT,Perceived trust,T2,0
65ff01d514284efb5b55cbd4,2024-05-17 18:42:21,HETG_CONT,Perceived trust,T3,1
65ff01d514284efb5b55cbd4,2024-05-17 18:42:21,HETG_CONT,Perceived trust,T4,0
65ff01d514284efb5b55cbd4,2024-05-17 18:52:13,BASE,Perceived recommendation diversity,D1,1
65ff01d514284efb5b55cbd4,2024-05-17 18:52:13,BASE,Perceived recommendation diversity,D2,-1
65ff01d514284efb5b55cbd4,2024-05-17 18:52:13,BASE,Perceived recommendation diversity,D3,1
65ff01d514284efb5b55cbd4,2024-05-17 18:52:13,BASE,Perceived system effectiveness,E1,1
65ff01d514284efb5b55cbd4,2024-05-17 18:52:13,BASE,Perceived system effectiveness,E2,-1
65ff01d514284efb5b55cbd4,2024-05-17 18:52:13,BASE,Perceived system effectiveness,E3,1
65ff01d514284efb5b55cbd4,2024-05-17 18:52:13,BASE,Perceived transparency,P1,0
65ff01d514284efb5b55cbd4,2024-05-17 18:52:13,BASE,Perceived transparency,P2,1
65ff01d514284efb5b55cbd4,2024-05-17 18:52:13,BASE,Perceived transparency,P3,1
65ff01d514284efb5b55cbd4,2024-05-17 18:52:13,BASE,Perceived recommendation quality,Q1,1
65ff01d514284efb5b55cbd4,2024-05-17 18:52:13,BASE,Perceived recommendation quality,Q2,1
65ff01d514284efb5b55cbd4,2024-05-17 18:52:13,BASE,Perceived recommendation quality,Q3,1
65ff01d514284efb5b55cbd4,2024-05-17 18:52:13,BASE,Perceived recommendation quality,Q4,0
65ff01d514284efb5b55cbd4,2024-05-17 18:52:13,BASE,Perceived trust,T1,0
65ff01d514284efb5b55cbd4,2024-05-17 18:52:13,BASE,Perceived trust,T2,0
65ff01d514284efb5b55cbd4,2024-05-17 18:52:13,BASE,Perceived trust,T3,1
65ff01d514284efb5b55cbd4,2024-05-17 18:52:13,BASE,Perceived trust,T4,0
5f674b595c87a8334bae7,2024-05-23 10:35:53,HETG_CONT,Perceived recommendation diversity,D1,1
5f674b595c87a8334bae7,2024-05-23 10:35:53,HETG_CONT,Perceived recommendation diversity,D2,0
5f674b595c87a8334bae7,2024-05-23 10:35:53,HETG_CONT,Perceived recommendation diversity,D3,2
5f674b595c87a8334bae7,2024-05-23 10:35:53,HETG_CONT,Perceived system effectiveness,E1,2
5f674b595c87a8334bae7,2024-05-23 10:35:53,HETG_CONT,Perceived system effectiveness,E2,-1
5f674b595c87a8334bae7,2024-05-23 10:35:53,HETG_CONT,Perceived system effectiveness,E3,1
5f674b595c87a8334bae7,2024-05-23 10:35:53,HETG_CONT,Perceived transparency,P1,1
5f674b595c87a8334bae7,2024-05-23 10:35:53,HETG_CONT,Perceived transparency,P2,1
5f674b595c87a8334bae7,2024-05-23 10:35:53,HETG_CONT,Perceived transparency,P3,1
5f674b595c87a8334bae7,2024-05-23 10:35:53,HETG_CONT,Perceived recommendation quality,Q1,1
5f674b595c87a8334bae7,2024-05-23 10:35:53,HETG_CONT,Perceived recommendation quality,Q2,1
5f674b595c87a8334bae7,2024-05-23 10:35:53,HETG_CONT,Perceived recommendation quality,Q3,1
5f674b595c87a8334bae7,2024-05-23 10:35:53,HETG_CONT,Perceived recommendation quality,Q4,-2
5f674b595c87a8334bae7,2024-05-23 10:35:53,HETG_CONT,Perceived trust,T1,1
5f674b595c87a8334bae7,2024-05-23 10:35:53,HETG_CONT,Perceived trust,T2,1
5f674b595c87a8334bae7,2024-05-23 10:35:53,HETG_CONT,Perceived trust,T3,2
